x1,x2,x3,y
0.13623046875,-0.020782470703125,-0.92431640625,1
0.13623046875,-0.020782470703125,-0.92431640625,1
0.107177734375,-0.00281524658203125,-0.92919921875,1
0.107177734375,-0.00281524658203125,-0.92919921875,1
0.107177734375,-0.00281524658203125,-0.92919921875,1
0.107177734375,-0.00281524658203125,-0.92919921875,1
0.112060546875,0.01383209228515625,-0.91357421875,1
0.112060546875,0.01383209228515625,-0.91357421875,1
0.51806640625,-0.0176544189453125,-0.8115234375,1
0.49072265625,-0.040740966796875,-0.830078125,1
0.55029296875,-0.045196533203125,-0.79345703125,1
0.1580810546875,-0.0406494140625,-0.9375,1
0.10638427734375,-0.0019683837890625,-0.94384765625,1
0.10638427734375,-0.0019683837890625,-0.94384765625,1
0.10638427734375,-0.0019683837890625,-0.94384765625,1
0.10638427734375,-0.0019683837890625,-0.94384765625,1
0.10638427734375,-0.0019683837890625,-0.94384765625,1
0.395751953125,0.01555633544921875,-0.8701171875,1
0.356201171875,-0.0804443359375,-0.896484375,1
0.43359375,-0.0567626953125,-0.85986328125,1
0.43359375,-0.0567626953125,-0.85986328125,1
0.37255859375,-0.046783447265625,-0.884765625,1
0.37255859375,-0.046783447265625,-0.884765625,1
0.415771484375,-0.050872802734375,-0.87060546875,1
0.39697265625,-0.05364990234375,-0.8837890625,1
0.4462890625,-0.0977783203125,-0.861328125,1
0.5009765625,-0.10040283203125,-0.83349609375,1
0.5009765625,-0.10040283203125,-0.83349609375,1
0.5009765625,-0.10040283203125,-0.83349609375,1
0.5009765625,-0.1444091796875,-0.8369140625,1
0.5009765625,-0.1444091796875,-0.8369140625,1
0.5126953125,-0.15234375,-0.82958984375,1
0.5126953125,-0.15234375,-0.82958984375,1
0.56201171875,-0.0589599609375,-0.80810546875,1
0.54931640625,-0.08514404296875,-0.81103515625,1
0.54931640625,-0.08514404296875,-0.81103515625,1
0.54931640625,-0.08514404296875,-0.81103515625,1
0.40185546875,-0.25048828125,-0.857421875,1
0.40185546875,-0.25048828125,-0.857421875,1
0.40185546875,-0.25048828125,-0.857421875,1
0.301513671875,-0.274658203125,-0.865234375,1
0.301513671875,-0.274658203125,-0.865234375,1
0.301513671875,-0.274658203125,-0.865234375,1
0.265625,-0.27197265625,-0.89208984375,1
0.265625,-0.27197265625,-0.89208984375,1
0.265625,-0.27197265625,-0.89208984375,1
0.265625,-0.27197265625,-0.89208984375,1
0.035430908203125,-0.209228515625,-0.962890625,1
0.035430908203125,-0.209228515625,-0.962890625,1
0.035430908203125,-0.209228515625,-0.962890625,1
0.04364013671875,-0.0850830078125,-0.9931640625,1
0.04364013671875,-0.0850830078125,-0.9931640625,1
0.04364013671875,-0.0850830078125,-0.9931640625,1
0.451171875,-0.026031494140625,-0.8515625,1
0.451171875,-0.026031494140625,-0.8515625,1
0.451171875,-0.026031494140625,-0.8515625,1
0.451171875,-0.026031494140625,-0.8515625,1
0.382080078125,-0.029571533203125,-0.87255859375,1
0.382080078125,-0.029571533203125,-0.87255859375,1
0.382080078125,-0.029571533203125,-0.87255859375,1
0.32568359375,-0.044708251953125,-0.8896484375,1
0.32568359375,-0.044708251953125,-0.8896484375,1
0.32568359375,-0.044708251953125,-0.8896484375,1
0.32568359375,-0.044708251953125,-0.8896484375,1
-0.1322021484375,-0.13037109375,-0.9755859375,1
-0.1322021484375,-0.13037109375,-0.9755859375,1
-0.1322021484375,-0.13037109375,-0.9755859375,1
-0.11328125,-0.125732421875,-0.9775390625,1
-0.11328125,-0.125732421875,-0.9775390625,1
-0.11328125,-0.125732421875,-0.9775390625,1
-0.12744140625,-0.12646484375,-0.97607421875,1
-0.12744140625,-0.12646484375,-0.97607421875,1
-0.12744140625,-0.12646484375,-0.97607421875,1
-0.1260986328125,-0.044830322265625,-0.9853515625,1
-0.1260986328125,-0.044830322265625,-0.9853515625,1
-0.1260986328125,-0.044830322265625,-0.9853515625,1
-0.1260986328125,-0.044830322265625,-0.9853515625,1
-0.10528564453125,-0.0150909423828125,-0.99072265625,1
-0.10528564453125,-0.0150909423828125,-0.99072265625,1
-0.10528564453125,-0.0150909423828125,-0.99072265625,1
-0.10528564453125,-0.0150909423828125,-0.99072265625,1
-0.133056640625,0.06396484375,-0.98583984375,1
-0.133056640625,0.06396484375,-0.98583984375,1
-0.1470947265625,0.06146240234375,-0.986328125,1
-0.1646728515625,0.071044921875,-0.98046875,1
-0.1629638671875,0.057830810546875,-0.98193359375,1
-0.215576171875,-0.0802001953125,-0.9755859375,1
-0.189453125,-0.07037353515625,-0.982421875,1
-0.20263671875,-0.11236572265625,-0.9736328125,1
-0.20263671875,-0.11236572265625,-0.9736328125,1
-0.185546875,-0.11871337890625,-0.97412109375,1
-0.19287109375,-0.1026611328125,-0.978515625,1
-0.1988525390625,-0.10345458984375,-0.9755859375,1
-0.22119140625,-0.11517333984375,-0.96875,1
-0.18994140625,-0.0994873046875,-0.9765625,1
-0.2020263671875,-0.025421142578125,-0.98388671875,1
-0.1517333984375,0.00716400146484375,-0.9931640625,1
-0.1552734375,0.031768798828125,-0.990234375,1
-0.1815185546875,0.022857666015625,-0.98779296875,1
-0.1744384765625,0.0213623046875,-0.98876953125,1
-0.155029296875,0.02667236328125,-0.99169921875,1
-0.168212890625,0.03155517578125,-0.9873046875,1
-0.1790771484375,0.0016937255859375,-0.98828125,1
-0.123291015625,0.045440673828125,-0.99169921875,1
-0.116943359375,0.050445556640625,-0.9912109375,1
-0.12432861328125,0.031402587890625,-0.99365234375,1
-0.1610107421875,0.046478271484375,-0.984375,1
-0.25537109375,0.0258026123046875,-0.96484375,1
-0.318359375,0.0302276611328125,-0.94140625,1
-0.295166015625,0.033782958984375,-0.95166015625,1
-0.295166015625,0.033782958984375,-0.95166015625,1
-0.2744140625,0.043731689453125,-0.9580078125,1
-0.2861328125,0.0165863037109375,-0.95068359375,1
-0.271484375,0.0234527587890625,-0.9580078125,1
-0.271484375,0.0234527587890625,-0.9580078125,1
-0.30078125,0.01433563232421875,-0.9443359375,1
-0.27685546875,-0.00238037109375,-0.9560546875,1
-0.28173828125,0.0066986083984375,-0.95361328125,1
-0.280029296875,-0.0032196044921875,-0.953125,1
-0.265625,0.00293731689453125,-0.958984375,1
-0.265625,0.00293731689453125,-0.958984375,1
-0.280517578125,-0.00330352783203125,-0.9521484375,1
-0.280517578125,-0.00330352783203125,-0.9521484375,1
-0.277587890625,-0.009490966796875,-0.95361328125,1
-0.28076171875,-0.00168609619140625,-0.9541015625,1
-0.2587890625,-0.002410888671875,-0.9609375,1
-0.2432861328125,-0.03424072265625,-0.96240234375,1
-0.1820068359375,-0.109130859375,-0.9755859375,1
-0.204833984375,-0.104248046875,-0.9716796875,1
-0.23876953125,-0.0899658203125,-0.96630859375,1
-0.2105712890625,-0.10498046875,-0.9697265625,1
-0.240234375,-0.095458984375,-0.96337890625,1
-0.223388671875,-0.10565185546875,-0.9658203125,1
-0.1678466796875,-0.135498046875,-0.9755859375,1
-0.1678466796875,-0.135498046875,-0.9755859375,1
-0.1749267578125,-0.14013671875,-0.97412109375,1
-0.1962890625,-0.134521484375,-0.96826171875,1
-0.187744140625,-0.1383056640625,-0.96923828125,1
